-0.06981317	0.05	0.5499	0.0087
-0.034906585	0.05	0.7483	0.0162
0	0.05	0.9478	0.026
0.034906585	0.05	1.1449	0.0379
0.06981317	0.05	1.3329	0.0514
0.104719755	0.05	1.5088	0.0659
0.13962634	0.05	1.6673	0.0804
0.174532925	0.05	1.8006	0.0938
0.20943951	0.05	1.8796	0.1022
0.244346095	0.05	1.9085	0.1054
0.27925268	0.05	1.7949	0.0932
